maxmappingprobability,sample_id,dataset
0.2,PAS4_181217_454_A01,nms_fail
0.82,PAS4_190111_452_A01,nms_fail
0.16,PAS4_190627_454_A01,nms_fail
0.17,PAS4_190926_452_A01,nms_fail
0.36,PAS4_200707_455_A01,nms_fail
0.08,PBS4_171003_504_A01,nms_fail
0.37,PBS4_171026_503_A01,nms_fail
0.13,PBS4_171030_504_A01,nms_fail
0.17,PBS4_171030_506_A01,nms_fail
0.44,PBS4_171103_501_A01,nms_fail
0.23,PBS4_180226_503_A01,nms_fail
0.29,PBS4_180416_509_A01,nms_fail
0.97,PBS4_180418_506_A01,nms_fail
0.14,PBS4_180523_507_A01,nms_fail
0.13,PBS4_180626_507_A01,nms_fail
0.23,PBS4_180706_507_A01,nms_fail
0.29,PBS4_180716_504_A01,nms_fail
1,PBS4_180720_501_A01,nms_fail
0.15,PBS4_180731_504_A01,nms_fail
0.34,PBS4_180827_503_A01,nms_fail
0.35,PBS4_181009_504_A01,nms_fail
0.1,PBS4_181113_501_A01,nms_fail
0.22,PES4_180814_651_A01,nms_fail
0.31,PES4_180820_651_A01,nms_fail
0.12,PES4_180822_652_A01,nms_fail
0.34,PES4_181017_659_A01,nms_fail
0.52,PES4_190221_651_A01,nms_fail
0.38,PES4_190812_656_A01,nms_fail
0.29,PES4_190830_654_A01,nms_fail
0.31,PFS4_180817_701_A01,nms_fail
0.2,PFS4_181003_703_A01,nms_fail
0.44,PFS4_190305_702_A01,nms_fail
0.13,PJS4_200709_801_A01,nms_fail
0.31,PJS4_200729_801_A01,nms_fail
0.18,PJS4_200911_801_A01,nms_fail
0.47,PJS4_200921_801_A01,nms_fail
0.39,PJS4_200924_801_A01,nms_fail
0.1,PJS4_201027_803_A01,nms_fail
0.17,PXS4_180724_903_A01,nms_fail
1,P1S4_190422_003_A01,nms_pass
1,P8S4_190829_355_A01,nms_pass
1,PBS4_180615_503_A01,nms_pass
1,PFS4_191119_701_A01,nms_pass
0.98,PES4_190802_654_A01,nms_pass
0.96,P1S4_191209_001_A01,nms_pass
0.9,P8S4_181016_351_A01,nms_pass
1,P1S4_190617_001_A01,nms_pass
1,P2S4_180813_052_A01,nms_pass
1,P9S4_171024_408_A01,nms_pass
1,P9S4_180725_404_A01,nms_pass
1,PAS4_180123_452_A01,nms_pass
1,PBS4_171211_505_A01,nms_pass
1,PES4_180911_653_A01,nms_pass
0.99,PAS4_190513_452_A01,nms_pass
0.94,PES4_190617_652_A01,nms_pass
0.87,PBS4_181019_503_A01,nms_pass
1,P8S4_190215_355_A01,nms_pass
1,P8S4_190401_355_A01,nms_pass
1,P9S4_180727_403_A01,nms_pass
1,P9S4_180806_404_A01,nms_pass
1,P9S4_180807_411_A01,nms_pass
1,PAS4_180123_451_A01,nms_pass
1,PAS4_180227_454_A01,nms_pass
1,PAS4_180711_451_A01,nms_pass
1,PBS4_180123_501_A01,nms_pass
1,PBS4_180227_503_A01,nms_pass
1,PBS4_180228_505_A01,nms_pass
1,PBS4_180312_503_A01,nms_pass
1,PBS4_180524_503_A01,nms_pass
1,PBS4_180619_511_A01,nms_pass
1,PBS4_181016_502_A01,nms_pass
1,PES4_180911_654_A01,nms_pass
1,PES4_190215_653_A01,nms_pass
1,PES4_190510_653_A01,nms_pass
1,PFS4_190215_705_A01,nms_pass
0.99,P2S4_170922_055_A01,nms_pass
0.99,P8S4_190618_351_A01,nms_pass
0.99,P9S4_180117_402_A01,nms_pass
0.99,PAS4_190215_451_A01,nms_pass
0.97,P2S4_171128_053_A01,nms_pass
0.94,PBS4_171115_504_A01,nms_pass
0.93,P1S4_190620_002_A01,nms_pass
0.88,P8S4_171128_357_A01,nms_pass
0.84,PFS4_190513_701_A01,nms_pass
0.83,PES4_190617_651_A01,nms_pass
0.8,P1S4_190617_004_A01,nms_pass
0.8,P8S4_190620_352_A01,nms_pass
0.8,PFS4_190225_702_A01,nms_pass
0.79,P1S4_190618_002_A01,nms_pass
0.75,P9S4_171211_404_A01,nms_pass
0.75,P9S4_180626_405_A01,nms_pass
0.75,PBS4_180328_502_A01,nms_pass
0.74,P8S4_190513_353_A01,nms_pass
0.74,P9S4_180424_404_A01,nms_pass
0.74,PBS4_171116_505_A01,nms_pass
0.74,PFS4_190304_703_A01,nms_pass
0.72,P2S4_180307_052_A01,nms_pass
1,P1S4_180228_001_A01,nms_pass
1,P1S4_180319_004_A01,nms_pass
1,P1S4_180319_005_A01,nms_pass
1,P1S4_180910_003_A01,nms_pass
1,P1S4_180910_005_A01,nms_pass
1,P2S4_171211_053_A01,nms_pass
1,P2S4_180619_054_A01,nms_pass
1,P8S4_180227_355_A01,nms_pass
1,P8S4_180307_353_A01,nms_pass
1,P8S4_180418_356_A01,nms_pass
1,P8S4_180606_355_A01,nms_pass
1,P8S4_180906_353_A01,nms_pass
1,P8S4_181017_356_A01,nms_pass
1,P8S4_190219_353_A01,nms_pass
1,P8S4_190401_354_A01,nms_pass
1,P9S4_171211_403_A01,nms_pass
1,P9S4_180123_404_A01,nms_pass
1,P9S4_180124_405_A01,nms_pass
1,P9S4_180307_401_A01,nms_pass
1,P9S4_180319_406_A01,nms_pass
1,P9S4_180320_402_A01,nms_pass
1,P9S4_180427_403_A01,nms_pass
1,P9S4_180521_402_A01,nms_pass
1,P9S4_180611_402_A01,nms_pass
1,P9S4_180611_404_A01,nms_pass
1,P9S4_180706_404_A01,nms_pass
1,P9S4_180724_411_A01,nms_pass
1,P9S4_180725_402_A01,nms_pass
1,P9S4_180725_407_A01,nms_pass
1,PAS4_171024_451_A01,nms_pass
1,PAS4_171026_451_A01,nms_pass
1,PAS4_180227_453_A01,nms_pass
1,PAS4_180418_453_A01,nms_pass
1,PAS4_190221_451_A01,nms_pass
1,PAS4_190221_453_A01,nms_pass
1,PAS4_190401_454_A01,nms_pass
1,PBS4_171024_505_A01,nms_pass
1,PBS4_171027_502_A01,nms_pass
1,PBS4_171215_505_A01,nms_pass
1,PBS4_180226_502_A01,nms_pass
1,PBS4_181129_503_A01,nms_pass
1,PES4_180824_652_A01,nms_pass
1,PES4_190620_652_A01,nms_pass
1,PFS4_190219_704_A01,nms_pass
1,PFS4_190222_703_A01,nms_pass
1,PFS4_190403_703_A01,nms_pass
1,PFS4_190513_704_A01,nms_pass
0.99,P1S4_190212_002_A01,nms_pass
0.99,P8S4_171120_351_A01,nms_pass
0.99,PAS4_180226_452_A01,nms_pass
0.99,PAS4_180619_455_A01,nms_pass
0.99,PBS4_180514_509_A01,nms_pass
0.99,PBS4_181129_501_A01,nms_pass
0.99,PES4_190219_655_A01,nms_pass
0.99,PFS4_190513_703_A01,nms_pass
0.98,P1S4_190221_002_A01,nms_pass
0.98,P2S4_181017_053_A01,nms_pass
0.98,P9S4_180725_403_A01,nms_pass
0.98,P9S4_180807_412_A01,nms_pass
0.98,PES4_190510_652_A01,nms_pass
0.97,P8S4_190219_354_A01,nms_pass
0.97,P8S4_190617_351_A01,nms_pass
0.97,P8S4_190618_352_A01,nms_pass
0.97,P9S4_171208_408_A01,nms_pass
0.97,P9S4_180123_401_A01,nms_pass
0.97,PBS4_180824_507_A01,nms_pass
0.97,PES4_181129_651_A01,nms_pass
0.97,PES4_190219_656_A01,nms_pass
0.96,P1S4_190222_001_A01,nms_pass
0.96,P1S4_190222_002_A01,nms_pass
0.95,P1S4_180316_002_A01,nms_pass
0.95,P1S4_190620_001_A01,nms_pass
0.94,P8S4_180227_356_A01,nms_pass
0.94,PAS4_180911_453_A01,nms_pass
0.93,P2S4_180227_052_A01,nms_pass
0.92,P8S4_181017_355_A01,nms_pass
0.91,P9S4_180612_401_A01,nms_pass
0.9,P9S4_180807_415_A01,nms_pass
0.9,PES4_181016_652_A01,nms_pass
0.89,PBS4_171010_504_A01,nms_pass
0.88,P2S4_180126_053_A01,nms_pass
0.88,P2S4_180130_052_A01,nms_pass
0.87,P2S4_180228_053_A01,nms_pass
0.82,PFS4_190225_704_A01,nms_pass
0.8,PBS4_180824_506_A01,nms_pass
0.78,P8S4_190307_353_A01,nms_pass
0.75,P9S4_171128_401_A01,nms_pass
0.75,PAS4_181017_454_A01,nms_pass
0.75,PES4_181217_653_A01,nms_pass
0.75,PFS4_181017_703_A01,nms_pass
0.74,PAS4_190620_455_A01,nms_pass
0.73,P9S4_180130_401_A01,nms_pass
0.73,PFS4_181017_702_A01,nms_pass
0.72,P8S4_180820_360_A01,nms_pass
0.71,P8S4_190513_351_A01,nms_pass
0.71,PFS4_181129_701_A01,nms_pass
1,P1S4_180327_005_A01,nms_pass
1,P1S4_180406_002_A01,nms_pass
1,P1S4_180411_005_A01,nms_pass
1,P1S4_180411_006_A01,nms_pass
1,P1S4_180808_003_A01,nms_pass
1,P1S4_190124_005_A01,nms_pass
1,P1S4_190124_006_A01,nms_pass
1,P1S4_190620_003_A01,nms_pass
1,P1S4_190830_003_A01,nms_pass
1,P1S4_191212_001_A01,nms_pass
1,P2S4_170921_052_A01,nms_pass
1,P2S4_170922_054_A01,nms_pass
1,P2S4_171005_053_A01,nms_pass
1,P2S4_171009_051_A01,nms_pass
1,P2S4_171009_053_A01,nms_pass
1,P2S4_171025_055_A01,nms_pass
1,P2S4_171220_054_A01,nms_pass
1,P2S4_180130_051_A01,nms_pass
1,P2S4_180227_053_A01,nms_pass
1,P2S4_180321_053_A01,nms_pass
1,P2S4_180523_051_A01,nms_pass
1,P2S4_180613_054_A01,nms_pass
1,P2S4_180619_056_A01,nms_pass
1,P2S4_180703_051_A01,nms_pass
1,P2S4_180703_052_A01,nms_pass
1,P2S4_180813_051_A01,nms_pass
1,P8S4_170928_352_A01,nms_pass
1,P8S4_171009_354_A01,nms_pass
1,P8S4_171010_355_A01,nms_pass
1,P8S4_171025_354_A01,nms_pass
1,P8S4_171025_355_A01,nms_pass
1,P8S4_171025_356_A01,nms_pass
1,P8S4_171027_354_A01,nms_pass
1,P8S4_171212_351_A01,nms_pass
1,P8S4_180112_352_A01,nms_pass
1,P8S4_180112_355_A01,nms_pass
1,P8S4_180122_354_A01,nms_pass
1,P8S4_180124_354_A01,nms_pass
1,P8S4_180124_357_A01,nms_pass
1,P8S4_180320_354_A01,nms_pass
1,P8S4_180321_354_A01,nms_pass
1,P8S4_180327_352_A01,nms_pass
1,P8S4_180328_353_A01,nms_pass
1,P8S4_180427_354_A01,nms_pass
1,P8S4_180523_357_A01,nms_pass
1,P8S4_180524_352_A01,nms_pass
1,P8S4_180611_354_A01,nms_pass
1,P8S4_180611_355_A01,nms_pass
1,P8S4_180612_354_A01,nms_pass
1,P8S4_180702_353_A01,nms_pass
1,P8S4_180703_354_A01,nms_pass
1,P8S4_180703_355_A01,nms_pass
1,P8S4_180806_360_A01,nms_pass
1,P8S4_180807_359_A01,nms_pass
1,P8S4_180810_353_A01,nms_pass
1,P8S4_180829_360_A01,nms_pass
1,P8S4_190307_354_A01,nms_pass
1,P8S4_190620_351_A01,nms_pass
1,P9S4_170921_402_A01,nms_pass
1,P9S4_171002_402_A01,nms_pass
1,P9S4_171003_401_A01,nms_pass
1,P9S4_171004_409_A01,nms_pass
1,P9S4_171016_403_A01,nms_pass
1,P9S4_171025_405_A01,nms_pass
1,P9S4_171206_406_A01,nms_pass
1,P9S4_171206_407_A01,nms_pass
1,P9S4_171212_401_A01,nms_pass
1,P9S4_171221_403_A01,nms_pass
1,P9S4_180123_405_A01,nms_pass
1,P9S4_180124_406_A01,nms_pass
1,P9S4_180125_403_A01,nms_pass
1,P9S4_180320_404_A01,nms_pass
1,P9S4_180320_406_A01,nms_pass
1,P9S4_180406_406_A01,nms_pass
1,P9S4_180411_404_A01,nms_pass
1,P9S4_180411_405_A01,nms_pass
1,P9S4_180427_404_A01,nms_pass
1,P9S4_180514_405_A01,nms_pass
1,P9S4_180612_406_A01,nms_pass
1,P9S4_180612_409_A01,nms_pass
1,P9S4_180613_405_A01,nms_pass
1,P9S4_180613_406_A01,nms_pass
1,P9S4_180619_406_A01,nms_pass
1,P9S4_180626_404_A01,nms_pass
1,P9S4_180626_406_A01,nms_pass
1,P9S4_180706_405_A01,nms_pass
1,P9S4_180730_406_A01,nms_pass
1,P9S4_180809_402_A01,nms_pass
1,PAS4_170921_451_A01,nms_pass
1,PAS4_170922_454_A01,nms_pass
1,PAS4_171006_452_A01,nms_pass
1,PAS4_171219_451_A01,nms_pass
1,PAS4_180123_453_A01,nms_pass
1,PAS4_180319_455_A01,nms_pass
1,PAS4_180411_451_A01,nms_pass
1,PAS4_180416_451_A01,nms_pass
1,PAS4_180523_451_A01,nms_pass
1,PAS4_180619_453_A01,nms_pass
1,PAS4_180702_452_A01,nms_pass
1,PAS4_180706_454_A01,nms_pass
1,PAS4_180906_452_A01,nms_pass
1,PAS4_180906_454_A01,nms_pass
1,PAS4_181017_452_A01,nms_pass
1,PAS4_181217_453_A01,nms_pass
1,PAS4_190218_454_A01,nms_pass
1,PAS4_190218_456_A01,nms_pass
1,PBS4_171006_502_A01,nms_pass
1,PBS4_171010_501_A01,nms_pass
1,PBS4_171013_503_A01,nms_pass
1,PBS4_171024_504_A01,nms_pass
1,PBS4_171024_506_A01,nms_pass
1,PBS4_180206_502_A01,nms_pass
1,PBS4_180703_504_A01,nms_pass
1,PBS4_180821_505_A01,nms_pass
1,PBS4_180821_506_A01,nms_pass
1,PBS4_181016_504_A01,nms_pass
1,PBS4_181017_505_A01,nms_pass
1,PBS4_181017_506_A01,nms_pass
1,PBS4_181129_502_A01,nms_pass
1,PES4_180824_651_A01,nms_pass
1,PES4_181017_656_A01,nms_pass
1,PES4_181022_654_A01,nms_pass
1,PES4_190225_651_A01,nms_pass
1,PES4_190625_656_A01,nms_pass
1,PFS4_181217_704_A01,nms_pass
1,PFS4_190222_702_A01,nms_pass
1,PFS4_190409_704_A01,nms_pass
1,PFS4_190613_706_A01,nms_pass
1,PFS4_190613_708_A01,nms_pass
1,PFS4_190614_703_A01,nms_pass
1,PFS4_190809_701_A01,nms_pass
1,PFS4_200127_701_A01,nms_pass
0.99,P2S4_171009_052_A01,nms_pass
0.99,P8S4_171128_355_A01,nms_pass
0.99,P8S4_180806_361_A01,nms_pass
0.99,PFS4_190401_702_A01,nms_pass
0.97,P8S4_180813_356_A01,nms_pass
0.95,P9S4_180124_404_A01,nms_pass
0.95,P9S4_180809_403_A01,nms_pass
0.94,P8S4_201008_353_A01,nms_pass
0.94,PAS4_181008_453_A01,nms_pass
0.94,PFS4_190510_703_A01,nms_pass
0.93,P1S4_180305_002_A01,nms_pass
0.93,P9S4_170921_403_A01,nms_pass
0.92,P8S4_190215_352_A01,nms_pass
0.92,P9S4_171023_401_A01,nms_pass
0.92,P9S4_180706_406_A01,nms_pass
0.9,PBS4_181019_504_A01,nms_pass
0.86,P2S4_170920_056_A01,nms_pass
0.86,P8S4_180823_355_A01,nms_pass
0.84,PAS4_190412_456_A01,nms_pass
0.83,P9S4_171025_407_A01,nms_pass
0.82,P9S4_180424_403_A01,nms_pass
0.82,PAS4_190401_455_A01,nms_pass
0.82,PAS4_190618_452_A01,nms_pass
0.79,P8S4_170927_357_A01,nms_pass
0.78,P9S4_171206_408_A01,nms_pass
0.76,PBS4_181016_503_A01,nms_pass
0.76,PBS4_181016_505_A01,nms_pass
0.74,P8S4_180806_358_A01,nms_pass
0.73,PAS4_190124_452_A01,nms_pass
1,P2S4_180615_055_A01,nms_pass
1,P2S4_180827_051_A01,nms_pass
1,P2S4_181022_052_A01,nms_pass
1,P2S4_181022_053_A01,nms_pass
1,P8S4_180626_357_A01,nms_pass
1,P8S4_180808_352_A01,nms_pass
1,P8S4_180809_354_A01,nms_pass
1,P8S4_190517_351_A01,nms_pass
1,P9S4_180619_407_A01,nms_pass
1,P9S4_180725_406_A01,nms_pass
1,PAS4_180419_452_A01,nms_pass
1,PAS4_180424_453_A01,nms_pass
1,PAS4_180829_457_A01,nms_pass
1,PAS4_200610_452_A01,nms_pass
1,PAS4_200610_453_A01,nms_pass
1,PES4_190517_652_A01,nms_pass
1,PES4_190523_652_A01,nms_pass
1,PES4_200603_654_A01,nms_pass
1,PFS4_181023_703_A01,nms_pass
1,PFS4_190523_701_A01,nms_pass
1,PFS4_200609_706_A01,nms_pass
1,P8S4_190910_354_A01,nms_pass
1,P8S4_201019_352_A01,nms_pass
1,PAS4_190503_452_A01,nms_pass
1,PAS4_190812_456_A01,nms_pass
1,PAS4_191206_454_A01,nms_pass
1,PES4_190729_653_A01,nms_pass
1,PES4_190815_651_A01,nms_pass
1,PFS4_190429_701_A01,nms_pass
1,PFS4_190909_703_A01,nms_pass
1,PJS4_200817_804_A01,nms_pass
0.99,P1S4_190422_004_A01,nms_pass
0.89,P8S4_190429_355_A01,nms_pass
0.76,PFS4_190830_703_A01,nms_pass
0.73,PAS4_190812_455_A01,nms_pass
1,P1S4_190419_001_A01,nms_pass
1,P1S4_190906_004_A01,nms_pass
0.99,PES4_180820_652_A01,nms_pass
0.98,PBS4_171016_504_A01,nms_pass
0.95,P1S4_190423_002_A01,nms_pass
0.95,PAS4_190729_456_A01,nms_pass
0.93,P2S4_190502_052_A01,nms_pass
0.92,P2S4_190502_051_A01,nms_pass
0.91,PBS4_180626_508_A01,nms_pass
0.89,PBS4_180626_504_A01,nms_pass
0.88,P8S4_181220_351_A01,nms_pass
0.87,PFS4_191206_705_A01,nms_pass
0.86,P1S4_190425_003_A01,nms_pass
0.84,PFS4_190423_701_A01,nms_pass
0.81,PES4_190812_655_A01,nms_pass
0.77,PES4_190813_652_A01,nms_pass
0.77,PFS4_190816_702_A01,nms_pass
0.76,P1S4_190912_003_A01,nms_pass
0.74,P1S4_190426_001_A01,nms_pass
1,P1S4_190423_001_A01,nms_pass
1,P1S4_190812_003_A01,nms_pass
1,P1S4_190905_006_A01,nms_pass
1,P8S4_180316_354_A01,nms_pass
1,P8S4_181015_351_A01,nms_pass
1,P8S4_190729_354_A01,nms_pass
1,P8S4_190729_355_A01,nms_pass
1,P8S4_190829_354_A01,nms_pass
1,P8S4_190910_356_A01,nms_pass
1,P8S4_191209_351_A01,nms_pass
1,P8S4_191209_352_A01,nms_pass
1,P8S4_191209_354_A01,nms_pass
1,PAS4_171207_451_A01,nms_pass
1,PAS4_190423_456_A01,nms_pass
1,PAS4_190621_458_A01,nms_pass
1,PAS4_190813_451_A01,nms_pass
1,PAS4_190909_454_A01,nms_pass
1,PFS4_190423_704_A01,nms_pass
1,PFS4_190805_701_A01,nms_pass
1,PFS4_190812_703_A01,nms_pass
1,PFS4_190910_704_A01,nms_pass
1,PFS4_191101_701_A01,nms_pass
1,PFS4_191203_709_A01,nms_pass
0.99,PAS4_190425_451_A01,nms_pass
0.99,PAS4_190909_452_A01,nms_pass
0.98,P8S4_180702_356_A01,nms_pass
0.95,PAS4_190425_454_A01,nms_pass
0.94,PFS4_190422_702_A01,nms_pass
0.93,P8S4_190830_353_A01,nms_pass
0.92,P1S4_190909_005_A01,nms_pass
0.92,PFS4_191209_701_A01,nms_pass
0.9,P8S4_190228_352_A01,nms_pass
0.87,PFS4_190430_701_A01,nms_pass
0.84,P1S4_190909_003_A01,nms_pass
0.79,PFS4_191209_705_A01,nms_pass
0.75,P9S4_180314_402_A01,nms_pass
0.75,PFS4_191209_702_A01,nms_pass
0.73,P8S4_190426_352_A01,nms_pass
0.72,PAS4_200820_451_A01,nms_pass
0.71,PAS4_190503_451_A01,nms_pass
0.71,PFS4_190910_705_A01,nms_pass
1,P1S4_190807_003_A01,nms_pass
1,P1S4_190813_003_A01,nms_pass
1,P1S4_190905_004_A01,nms_pass
1,P1S4_191203_001_A01,nms_pass
1,P2S4_180627_054_A01,nms_pass
1,P8S4_180524_353_A01,nms_pass
1,P8S4_180626_358_A01,nms_pass
1,P8S4_180702_357_A01,nms_pass
1,P8S4_181220_353_A01,nms_pass
1,P8S4_190419_352_A01,nms_pass
1,P8S4_190425_351_A01,nms_pass
1,P8S4_190426_351_A01,nms_pass
1,P8S4_190426_354_A01,nms_pass
1,P8S4_190429_352_A01,nms_pass
1,P8S4_190429_353_A01,nms_pass
1,P8S4_190430_352_A01,nms_pass
1,P8S4_190430_353_A01,nms_pass
1,P8S4_191209_353_A01,nms_pass
1,P9S4_180626_403_A01,nms_pass
1,PAS4_180502_452_A01,nms_pass
1,PAS4_190423_457_A01,nms_pass
1,PAS4_190425_452_A01,nms_pass
1,PAS4_190425_453_A01,nms_pass
1,PAS4_190426_451_A01,nms_pass
1,PAS4_190429_451_A01,nms_pass
1,PAS4_190502_453_A01,nms_pass
1,PAS4_190503_453_A01,nms_pass
1,PAS4_191205_455_A01,nms_pass
1,PAS4_191206_453_A01,nms_pass
1,PBS4_180509_508_A01,nms_pass
1,PBS4_180629_505_A01,nms_pass
1,PES4_190426_654_A01,nms_pass
1,PES4_190430_652_A01,nms_pass
1,PES4_190503_651_A01,nms_pass
1,PES4_190813_655_A01,nms_pass
1,PES4_190913_655_A01,nms_pass
1,PES4_191205_654_A01,nms_pass
1,PES4_191206_655_A01,nms_pass
1,PFS4_181019_705_A01,nms_pass
1,PFS4_190419_701_A01,nms_pass
1,PFS4_190422_703_A01,nms_pass
1,PFS4_190422_704_A01,nms_pass
1,PFS4_190422_705_A01,nms_pass
1,PFS4_190422_706_A01,nms_pass
1,PFS4_190423_703_A01,nms_pass
1,PFS4_190423_706_A01,nms_pass
1,PFS4_190426_702_A01,nms_pass
1,PFS4_190426_703_A01,nms_pass
1,PFS4_190429_702_A01,nms_pass
1,PFS4_190430_702_A01,nms_pass
1,PFS4_190729_702_A01,nms_pass
1,PFS4_190729_703_A01,nms_pass
1,PFS4_190729_704_A01,nms_pass
1,PFS4_190807_703_A01,nms_pass
1,PFS4_190813_705_A01,nms_pass
1,PFS4_190813_706_A01,nms_pass
1,PFS4_190813_707_A01,nms_pass
1,PFS4_190815_703_A01,nms_pass
1,PFS4_190913_703_A01,nms_pass
1,PFS4_191107_703_A01,nms_pass
1,PFS4_191203_705_A01,nms_pass
1,PFS4_191209_703_A01,nms_pass
1,PFS4_191209_704_A01,nms_pass
0.99,P1S4_181220_001_A01,nms_pass
0.99,P2S4_181220_051_A01,nms_pass
0.99,P8S4_191204_353_A01,nms_pass
0.99,PFS4_190909_702_A01,nms_pass
0.98,PAS4_190423_452_A01,nms_pass
0.98,PES4_181130_652_A01,nms_pass
0.98,PES4_190812_654_A01,nms_pass
0.96,P1S4_190422_007_A01,nms_pass
0.96,PAS4_181017_451_A01,nms_pass
0.96,PFS4_180924_702_A01,nms_pass
0.95,P9S4_170921_404_A01,nms_pass
0.95,PFS4_190502_701_A01,nms_pass
0.94,PAS4_191203_452_A01,nms_pass
0.9,P9S4_180627_402_A01,nms_pass
0.89,P8S4_181221_353_A01,nms_pass
0.89,PES4_180928_657_A01,nms_pass
0.86,P8S4_190307_356_A01,nms_pass
0.86,PFS4_180828_702_A01,nms_pass
0.82,PAS4_190426_452_A01,nms_pass
0.81,PAS4_190813_452_A01,nms_pass
0.81,PES4_190812_653_A01,nms_pass
0.76,P8S4_190429_357_A01,nms_pass
0.74,PFS4_190426_701_A01,nms_pass
0.73,PFS4_190805_702_A01,nms_pass
0.72,PFS4_180822_704_A01,nms_pass
0.71,P8S4_180703_357_A01,nms_pass
0.71,P8S4_190426_353_A01,nms_pass
1,PES4_190502_651_A01,nms_pass
1,P1S4_180813_003_A01,nms_pass
1,PAS4_180919_455_A01,nms_pass
1,PBS4_181221_503_A01,nms_pass
0.99,PES4_181005_651_A01,nms_pass
0.99,PES4_190125_651_A01,nms_pass
0.98,PES4_181008_655_A01,nms_pass
0.94,PFS4_180928_704_A01,nms_pass
0.91,PBS4_181003_503_A01,nms_pass
0.89,PFS4_180906_702_A01,nms_pass
0.78,PES4_180928_655_A01,nms_pass
0.72,P2S4_180328_051_A01,nms_pass
1,P2S4_180427_052_A01,nms_pass
0.99,PBS4_180807_507_A01,nms_pass
0.97,PFS4_190219_705_A01,nms_pass
0.95,P9S4_180611_403_A01,nms_pass
0.82,PAS4_170922_452_A01,nms_pass
1,P8S4_171002_354_A01,nms_pass
1,P8S4_180330_356_A01,nms_pass
1,P8S4_180521_357_A01,nms_pass
1,P8S4_180706_357_A01,nms_pass
1,P9S4_180109_401_A01,nms_pass
1,P9S4_180112_404_A01,nms_pass
1,P9S4_180416_405_A01,nms_pass
1,P9S4_180514_408_A01,nms_pass
1,PAS4_180321_453_A01,nms_pass
1,PAS4_180830_453_A01,nms_pass
1,PBS4_180820_504_A01,nms_pass
1,PES4_180924_653_A01,nms_pass
1,PES4_181008_656_A01,nms_pass
1,PES4_181008_657_A01,nms_pass
1,PFS4_181022_704_A01,nms_pass
1,PFS4_181115_703_A01,nms_pass
0.99,P2S4_180830_052_A01,nms_pass
0.99,P8S4_180601_355_A01,nms_pass
0.99,PAS4_180820_456_A01,nms_pass
0.99,PAS4_180829_451_A01,nms_pass
0.98,P8S4_190108_355_A01,nms_pass
0.95,PBS4_180626_501_A01,nms_pass
0.91,P8S4_180411_351_A01,nms_pass
0.9,P9S4_180531_411_A01,nms_pass
0.87,PFS4_181221_702_A01,nms_pass
0.86,P9S4_180320_405_A01,nms_pass
0.81,P8S4_190108_357_A01,nms_pass
0.75,P8S4_180508_352_A01,nms_pass
0.75,PFS4_181115_704_A01,nms_pass
0.74,PFS4_180830_701_A01,nms_pass
0.74,PFS4_181116_701_A01,nms_pass
1,P1S4_180514_007_A01,nms_pass
1,P1S4_180521_004_A01,nms_pass
1,P2S4_171002_055_A01,nms_pass
1,P2S4_171009_054_A01,nms_pass
1,P2S4_180427_055_A01,nms_pass
1,P2S4_180816_054_A01,nms_pass
1,P8S4_170920_351_A01,nms_pass
1,P8S4_180328_351_A01,nms_pass
1,P8S4_180409_352_A01,nms_pass
1,P8S4_180430_355_A01,nms_pass
1,P8S4_180703_352_A01,nms_pass
1,P8S4_180813_360_A01,nms_pass
1,P8S4_180817_356_A01,nms_pass
1,P8S4_180830_351_A01,nms_pass
1,P8S4_180925_356_A01,nms_pass
1,P8S4_190104_357_A01,nms_pass
1,P8S4_190226_351_A01,nms_pass
1,P8S4_190301_352_A01,nms_pass
1,PAS4_180815_451_A01,nms_pass
1,PAS4_190118_454_A01,nms_pass
1,PAS4_190701_458_A01,nms_pass
1,PBS4_171010_502_A01,nms_pass
1,PBS4_180319_504_A01,nms_pass
1,PBS4_181002_513_A01,nms_pass
1,PES4_190124_651_A01,nms_pass
1,PES4_190701_653_A01,nms_pass
1,PFS4_180920_701_A01,nms_pass
1,PFS4_181008_701_A01,nms_pass
1,PFS4_181022_703_A01,nms_pass
1,PFS4_190402_703_A01,nms_pass
1,PFS4_190613_705_A01,nms_pass
0.99,P8S4_180507_353_A01,nms_pass
0.99,P8S4_190402_355_A01,nms_pass
0.99,P9S4_180327_401_A01,nms_pass
0.99,PBS4_180629_508_A01,nms_pass
0.99,PES4_180925_651_A01,nms_pass
0.99,PFS4_190108_708_A01,nms_pass
0.98,P2S4_180514_052_A01,nms_pass
0.98,P8S4_190103_351_A01,nms_pass
0.98,P9S4_180402_403_A01,nms_pass
0.97,PBS4_180626_502_A01,nms_pass
0.97,PXS4_190228_406_A01,nms_pass
0.96,P2S4_180330_055_A01,nms_pass
0.96,P8S4_180319_358_A01,nms_pass
0.95,P9S4_180126_404_A01,nms_pass
0.94,P9S4_180430_401_A01,nms_pass
0.94,PAS4_180817_454_A01,nms_pass
0.93,P1S4_180820_003_A01,nms_pass
0.9,PAS4_180327_451_A01,nms_pass
0.84,P8S4_180314_352_A01,nms_pass
0.82,PFS4_181009_702_A01,nms_pass
0.81,P8S4_171027_353_A01,nms_pass
0.81,PFS4_181009_703_A01,nms_pass
0.75,P8S4_180815_361_A01,nms_pass
0.75,PAS4_190701_457_A01,nms_pass
0.74,PBS4_180404_508_A01,nms_pass
